ID,SALE_PRICE,LIVING_SQFT,LOG_LIVING,LIVING_SQ,TOT_FIN_SQFT,LOG_TOT_FIN,FBSMT_SQFT,LOG_FBSMT,BSMT_AREA,LOG_BSMT,BSMT_FIN_RATIO,LAND_SQFT,LOG_LAND,LAND_PER_LIVING,GRD_AREA,BLDG_AGE,LOG_AGE,AGE_SQ,EFF_AGE,LOG_EFF_AGE,BED_RMS,FULL_B,HLF_B,TOT_BATH,BATH_PER_BED,SQFT_PER_ROOM,STORY,IS_CONDO,EVER_REMOD,HAS_LAND,HAS_BSMT,HAS_FBSMT,HAS_GRD,IS_NEW,IS_HISTORIC,IS_STUDIO,NB_CAPITOL_HILL,NB_CENTRAL_PARK,NB_FIVE_POINTS,NB_HAMPDEN,NB_HAMPDEN_SOUTH,NB_HIGHLAND,NB_MARSTON,NB_MONTBELLO,NB_MONTCLAIR,NB_NORTH_PARK_HILL,NB_SLOAN_LAKE,NB_UNION_STATION,NB_WINDSOR,ST_2STORY,ST_END_UNIT,ST_MIDDLE_UNIT,ST_MULTILEVEL,ST_PARTIAL_STORY,SLP_CAPITOL_HILL,SLP_CENTRAL_PARK,SLP_FIVE_POINTS,SLP_HAMPDEN,SLP_HAMPDEN_SOUTH,SLP_HIGHLAND,SLP_MARSTON,SLP_MONTBELLO,SLP_MONTCLAIR,SLP_NORTH_PARK_HILL,SLP_SLOAN_LAKE,SLP_UNION_STATION,SLP_WINDSOR,SLP_CONDO,SLP_AGE_CONDO,SLP_LAND_SFR
831,538000.0,1530,7.333023014386481,2.3409,1530,7.333023014386481,0,0.0,0,0.0,0.0,1387,7.23561914106675,0.9065359477124183,0,5,1.791759469228055,0.025,5.0,1.791759469228055,2,2,1,2.5,1.25,382.5,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333023014386481,0.0,0.0,0.0,0.0,7.23561914106675
905,808500.0,2147,7.671826797878781,4.609609,3000,8.006367567650246,853,6.74993119378857,1036,6.9440872082295275,0.8233590733590733,6650,8.802522498284421,3.0973451327433628,0,109,4.700480365792417,11.881,23.0,3.1780538303479458,5,3,0,3.0,0.6,268.375,2.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.671826797878781,0.0,0.0,0.0,0.0,0.0,0.0,8.802522498284421
1189,556500.0,1995,7.598399329323964,3.980025,2929,7.982416346827733,934,6.840546529288687,984,6.892641641172089,0.9491869918699187,3633,8.198089248956116,1.8210526315789475,0,6,1.9459101490553132,0.036,6.0,1.9459101490553132,2,3,1,3.5,1.75,399.0,2.0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,7.598399329323964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.198089248956116
1933,797735.0,2528,7.8351837552667485,6.390784,3462,8.149601735736155,934,6.840546529288687,1000,6.90875477931522,0.934,3500,8.160803920954665,1.384493670886076,0,0,0.0,0.0,0.0,0.0,3,4,1,4.5,1.5,361.14285714285717,2.0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,7.8351837552667485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.160803920954665
1981,815000.0,1325,7.1891677384203225,1.755625,1325,7.1891677384203225,0,0.0,0,0.0,0.0,0,0.0,0.0,0,2,1.0986122886681098,0.004,2.0,1.0986122886681098,2,2,1,2.5,1.25,331.25,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1891677384203225,0.0,7.1891677384203225,1.0986122886681098,0.0
2871,374000.0,1889,7.543802867501509,3.568321,1889,7.543802867501509,0,0.0,0,0.0,0.0,4668,8.448700194970938,2.471148755955532,0,19,2.995732273553991,0.361,19.0,2.995732273553991,3,2,1,2.5,0.8333333333333334,377.8,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.448700194970938
3008,186000.0,597,6.391917113392602,0.356409,597,6.391917113392602,0,0.0,0,0.0,0.0,0,0.0,0.0,0,54,4.007333185232471,2.916,54.0,4.007333185232471,1,1,0,1.0,1.0,298.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.391917113392602,0.0,0.0,0.0,0.0,6.391917113392602,4.007333185232471,0.0
3332,178500.0,1105,7.007600613951853,1.221025,1105,7.007600613951853,0,0.0,0,0.0,0.0,0,0.0,0.0,0,36,3.6109179126442243,1.296,0.0,0.0,2,2,0,2.0,1.0,276.25,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.007600613951853,0.0,0.0,0.0,0.0,0.0,0.0,7.007600613951853,3.6109179126442243,0.0
3488,785864.0,2280,7.731930721948486,5.1984,2280,7.731930721948486,0,0.0,2280,7.732369222284388,0.0,5400,8.594339400592892,2.3684210526315788,0,0,0.0,0.0,0.0,0.0,2,2,1,2.5,1.25,570.0,1.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.731930721948486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.594339400592892
3528,425000.0,1644,7.404887575616125,2.702736,2244,7.716015266642587,600,6.398594934535208,656,6.48768401848461,0.9146341463414634,7402,8.909640602443098,4.502433090024331,0,36,3.6109179126442243,1.296,1.0,0.6931471805599453,3,2,1,2.5,0.8333333333333334,328.8,2.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.404887575616125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.909640602443098
3567,506000.0,1027,6.934397209928558,1.054729,1027,6.934397209928558,0,0.0,0,0.0,0.0,0,0.0,0.0,0,14,2.70805020110221,0.196,14.0,2.70805020110221,2,2,0,2.0,1.0,256.75,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.934397209928558,0.0,6.934397209928558,2.70805020110221,0.0
3597,406000.0,2495,7.822044008185619,6.225025,2495,7.822044008185619,0,0.0,1037,6.945051063725834,0.0,4654,8.445697189711167,1.8653306613226452,0,8,2.1972245773362196,0.064,0.0,0.0,3,2,1,2.5,0.8333333333333334,499.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.445697189711167
4119,360000.0,1848,7.521859252201629,3.415104,1848,7.521859252201629,0,0.0,0,0.0,0.0,9100,9.116139576577355,4.924242424242424,921,49,3.912023005428146,2.401,0.0,0.0,4,2,1,2.5,0.625,308.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7.521859252201629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.116139576577355
4442,367500.0,1419,7.257707677160043,2.013561,2148,7.672292455628756,729,6.593044534142437,729,6.593044534142437,1.0,13100,9.48044384215367,9.231853417899929,0,51,3.9512437185814275,2.601,51.0,3.9512437185814275,3,2,1,2.5,0.8333333333333334,283.8,1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.257707677160043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48044384215367
5077,1500000.0,1715,7.44716835960004,2.941225,1715,7.44716835960004,0,0.0,0,0.0,0.0,0,0.0,0.0,0,2,1.0986122886681098,0.004,2.0,1.0986122886681098,2,2,0,2.0,1.0,428.75,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44716835960004,0.0,7.44716835960004,1.0986122886681098,0.0
5654,198000.0,1550,7.346010209913293,2.4025,1550,7.346010209913293,0,0.0,0,0.0,0.0,0,0.0,0.0,0,50,3.9318256327243257,2.5,0.0,0.0,2,2,0,2.0,1.0,387.5,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.346010209913293,7.346010209913293,3.9318256327243257,0.0
5717,872500.0,1510,7.31986492980897,2.2801,2546,7.842278779117352,1036,6.9440872082295275,1036,6.9440872082295275,1.0,4170,8.335911094196945,2.76158940397351,0,124,4.8283137373023015,15.376,3.0,1.3862943611198906,3,3,1,3.5,1.1666666666666667,251.66666666666666,1.5,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,7.31986492980897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.335911094196945
6661,1150000.0,3318,8.10711747075039,11.009124,4402,8.389814262086407,1084,6.98933526597456,1403,7.247080584585756,0.7726300784034212,5000,8.517393171418904,1.506931886678722,0,8,2.1972245773362196,0.064,8.0,2.1972245773362196,4,4,1,4.5,1.125,414.75,2.5,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8.10711747075039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.517393171418904
7048,354375.0,1865,7.5310163320779155,3.478225,1865,7.5310163320779155,0,0.0,0,0.0,0.0,2160,7.6783263565068856,1.158176943699732,0,1,0.6931471805599453,0.001,1.0,0.6931471805599453,4,2,1,2.5,0.625,310.8333333333333,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6783263565068856
7447,975897.0,3298,8.101071503119543,10.876804,4589,8.431417414394833,1291,7.163946684342547,1632,7.398174092970465,0.7910539215686274,6600,8.79497643168877,2.0012128562765312,0,0,0.0,0.0,0.0,0.0,4,4,1,4.5,1.125,412.25,2.0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,8.101071503119543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79497643168877
7694,1050000.0,2058,7.629489916393995,4.235364,2778,7.9294865233142895,720,6.580639137284949,950,6.85751406254539,0.7578947368421053,4687,8.452761331256848,2.2774538386783285,0,127,4.852030263919617,16.129,1.0,0.6931471805599453,3,4,0,4.0,1.3333333333333333,294.0,2.0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.629489916393995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.452761331256848
7918,545000.0,1896,7.547501682814967,3.594816,1896,7.547501682814967,0,0.0,888,6.790097235513905,0.0,3600,8.188966863648876,1.8987341772151898,0,2,1.0986122886681098,0.004,2.0,1.0986122886681098,3,2,1,2.5,0.8333333333333334,379.2,2.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,7.547501682814967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.188966863648876
8180,435000.0,1449,7.278628942320682,2.099601,1449,7.278628942320682,0,0.0,0,0.0,0.0,2170,7.682943169878292,1.497584541062802,0,8,2.1972245773362196,0.064,8.0,2.1972245773362196,2,2,1,2.5,1.25,362.25,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,7.278628942320682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.682943169878292
8929,1725000.0,3155,8.056743774975313,9.954025,3155,8.056743774975313,0,0.0,0,0.0,0.0,0,0.0,0.0,0,19,2.995732273553991,0.361,19.0,2.995732273553991,2,2,1,2.5,1.25,788.75,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.056743774975313,0.0,8.056743774975313,2.995732273553991,0.0
9595,285000.0,2614,7.868636894184167,6.832996,4750,8.465899897028686,2136,7.667158255319148,2248,7.718240951959316,0.9501779359430605,8250,9.018089684104343,3.1560826319816373,0,20,3.044522437723423,0.4,20.0,3.044522437723423,3,3,1,3.5,1.1666666666666667,435.6666666666667,1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.868636894184167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.018089684104343
9650,128000.0,855,6.75110146893676,0.731025,855,6.75110146893676,0,0.0,0,0.0,0.0,0,0.0,0.0,0,55,4.02535169073515,3.025,55.0,4.02535169073515,1,1,0,1.0,1.0,427.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75110146893676,6.75110146893676,4.02535169073515,0.0
10401,545000.0,1704,7.440733707389261,2.903616,1704,7.440733707389261,0,0.0,754,6.626717749249025,0.0,3200,8.071218539969863,1.8779342723004695,0,3,1.3862943611198906,0.009,3.0,1.3862943611198906,3,2,1,2.5,0.8333333333333334,340.8,2.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,7.440733707389261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.071218539969863
10464,680000.0,2244,7.716015266642587,5.035536,3251,8.086717920303906,1007,6.915723448631314,1119,7.02108396428914,0.8999106344950849,4039,8.303999970955196,1.799910873440285,0,17,2.8903717578961645,0.289,3.0,1.3862943611198906,4,3,1,3.5,0.875,320.57142857142856,2.0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,7.716015266642587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.303999970955196
10647,418250.0,2027,7.614312146452,4.108729,2027,7.614312146452,0,0.0,915,6.82001636467413,0.0,5050,8.527341522468053,2.491366551554021,0,0,0.0,0.0,0.0,0.0,3,2,1,2.5,0.8333333333333334,405.4,2.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.527341522468053
11661,466575.0,2279,7.731492029245684,5.193841,2279,7.731492029245684,0,0.0,1052,6.959398512133975,0.0,5312,8.577911926450943,2.330846862659061,0,0,0.0,0.0,0.0,0.0,4,2,1,2.5,0.625,379.8333333333333,2.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.577911926450943
12292,150000.0,855,6.75110146893676,0.731025,855,6.75110146893676,0,0.0,0,0.0,0.0,0,0.0,0.0,0,53,3.9889840465642745,2.809,53.0,3.9889840465642745,1,1,0,1.0,1.0,427.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75110146893676,6.75110146893676,3.9889840465642745,0.0
12484,342000.0,1259,7.138073034044347,1.585081,1259,7.138073034044347,0,0.0,0,0.0,0.0,2509,7.828038032125829,1.9928514694201747,0,37,3.6375861597263857,1.369,0.0,0.0,2,1,1,1.5,0.75,419.6666666666667,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.138073034044347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.828038032125829
12720,115000.0,1345,7.20414929203594,1.809025,1345,7.20414929203594,0,0.0,0,0.0,0.0,1917,7.559038255443384,1.425278810408922,0,16,2.833213344056216,0.256,16.0,2.833213344056216,2,2,1,2.5,1.25,336.25,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.20414929203594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.559038255443384
12766,504528.0,1738,7.460490305825338,3.020644,1738,7.460490305825338,0,0.0,719,6.579251212010101,0.0,2633,7.876258882303226,1.5149597238204833,0,0,0.0,0.0,0.0,0.0,3,2,1,2.5,0.8333333333333334,347.6,2.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,7.460490305825338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.876258882303226
12831,395000.0,880,6.779921907472252,0.7744,880,6.779921907472252,0,0.0,0,0.0,0.0,6593,8.793915423631676,7.492045454545455,441,42,3.7612001156935624,1.764,10.0,2.3978952727983707,3,2,0,2.0,0.6666666666666666,176.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,6.779921907472252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.793915423631676
13296,990000.0,2412,7.788211557847076,5.817744,2412,7.788211557847076,0,0.0,0,0.0,0.0,3125,8.047509510981422,1.2956053067993367,0,0,0.0,0.0,0.0,0.0,3,2,1,2.5,0.8333333333333334,482.4,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.788211557847076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.047509510981422
13616,152400.0,928,6.833031732786201,0.861184,928,6.833031732786201,0,0.0,0,0.0,0.0,0,0.0,0.0,0,60,4.110873864173311,3.6,0.0,0.0,2,2,0,2.0,1.0,232.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.833031732786201,0.0,0.0,0.0,0.0,6.833031732786201,4.110873864173311,0.0
15255,394000.0,1407,7.249215057114389,1.979649,1928,7.564238475170491,521,6.257667587882639,695,6.54534966033442,0.7496402877697842,14200,9.561067663645012,10.092395167022033,675,53,3.9889840465642745,2.809,53.0,3.9889840465642745,4,3,0,3.0,0.75,201.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.249215057114389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.561067663645012
15982,538000.0,2091,7.645397699428633,4.372281,2091,7.645397699428633,0,0.0,0,0.0,0.0,1460,7.2868764117507,0.6982305117168819,0,12,2.5649493574615367,0.144,12.0,2.5649493574615367,2,2,1,2.5,1.25,522.75,3.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,7.645397699428633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2868764117507
16071,71966.0,1525,7.329749689041512,2.325625,1525,7.329749689041512,0,0.0,0,0.0,0.0,2866,7.96102146588337,1.879344262295082,0,15,2.772588722239781,0.225,15.0,2.772588722239781,3,2,0,2.0,0.6666666666666666,305.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96102146588337
16514,295500.0,1143,7.04141166379481,1.306449,1143,7.04141166379481,0,0.0,0,0.0,0.0,4690,8.453401058328458,4.103237095363079,0,20,3.044522437723423,0.4,1.0,0.6931471805599453,2,2,1,2.5,1.25,285.75,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.453401058328458
16817,332000.0,1460,7.286191714702382,2.1316,1460,7.286191714702382,0,0.0,0,0.0,0.0,2950,7.989899374942939,2.0205479452054793,0,3,1.3862943611198906,0.009,3.0,1.3862943611198906,2,2,1,2.5,1.25,365.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.989899374942939
17102,162000.0,945,6.851184927493743,0.893025,945,6.851184927493743,0,0.0,0,0.0,0.0,0,0.0,0.0,0,48,3.8918202981106265,2.304,48.0,3.8918202981106265,2,1,0,1.0,0.5,315.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.851184927493743,6.851184927493743,3.8918202981106265,0.0
17164,330000.0,1242,7.124478262493424,1.542564,1242,7.124478262493424,0,0.0,0,0.0,0.0,5507,8.613956859848546,4.433977455716586,379,22,3.1354942159291497,0.484,22.0,3.1354942159291497,3,2,0,2.0,0.6666666666666666,248.4,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.124478262493424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.613956859848546
17664,638695.0,3745,8.22817689595132,14.025025,4906,8.498214224818435,1161,7.057897937411856,1312,7.180069874302796,0.8849085365853658,8330,9.027738775974909,2.2242990654205608,0,0,0.0,0.0,0.0,0.0,4,3,1,3.5,0.875,535.0,2.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.027738775974909
18573,870000.0,1903,7.551186867296149,3.621409,1903,7.551186867296149,0,0.0,0,0.0,0.0,3120,8.045908742270779,1.6395165528113504,0,128,4.859812404361672,16.384,1.0,0.6931471805599453,3,3,0,3.0,1.0,317.1666666666667,2.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.551186867296149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.045908742270779
19129,375000.0,804,6.6895992691789665,0.646416,804,6.6895992691789665,0,0.0,0,0.0,0.0,8490,9.046762057999363,10.559701492537313,421,36,3.6109179126442243,1.296,36.0,3.6109179126442243,3,2,0,2.0,0.6666666666666666,160.8,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,6.6895992691789665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.046762057999363
19249,489000.0,920,6.824373670043086,0.8464,1610,7.383989457978509,690,6.53813982376767,920,6.825460036255307,0.75,4576,8.428799040653642,4.973913043478261,0,80,4.394449154672439,6.4,5.0,1.791759469228055,2,2,0,2.0,1.0,230.0,1.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.824373670043086,0.0,0.0,0.0,0.0,0.0,0.0,8.428799040653642
19377,675000.0,1957,7.579167967396076,3.829849,1957,7.579167967396076,0,0.0,1048,6.955592608396297,0.0,4050,8.30671904320269,2.0694941236586613,0,12,2.5649493574615367,0.144,12.0,2.5649493574615367,3,2,1,2.5,0.8333333333333334,391.4,2.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,7.579167967396076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.30671904320269
19583,270000.0,676,6.516193076042964,0.456976,676,6.516193076042964,0,0.0,0,0.0,0.0,0,0.0,0.0,0,88,4.48863636973214,7.744,19.0,2.995732273553991,1,1,0,1.0,1.0,338.0,1.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.516193076042964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.516193076042964,4.48863636973214,0.0
20139,301200.0,1428,7.2640301428995295,2.039184,1428,7.2640301428995295,0,0.0,0,0.0,0.0,0,0.0,0.0,0,44,3.8066624897703196,1.936,0.0,0.0,2,2,0,2.0,1.0,357.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2640301428995295,7.2640301428995295,3.8066624897703196,0.0
20208,443590.0,1556,7.349873704738337,2.421136,1556,7.349873704738337,0,0.0,0,0.0,0.0,1006,6.914730892718563,0.6465295629820051,0,1,0.6931471805599453,0.001,1.0,0.6931471805599453,2,2,1,2.5,1.25,389.0,3.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,7.349873704738337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.914730892718563
